Country,Agro-ecological zones,Administrative areas,Agricultural practices,Crop,Scientific name,Botanical family,Other names,Additional Information,Planting period - onset,Planting period - end,Sowing / Planting rate,Sowing/Planting rate unit,Preferred sowing/planting period,Length of the cropping cycle,Harvesting period - onset,Harvesting period - end,Comments
United Republic of Tanzania ,Coastal Plains,"Pwani: Kibaha,Kisarawe, Bagamoyo, Rufiji nad Mafia. Tanga: Handeni, Kilindi, Korongwe, Muheza, Mkinga, Pangani and Tanga City. Morogoro: Morogoro Rural and Mvomero. Mtwara: Masasi, Newala, Tandahimba and Mtwara. Lindi: Lindi, Liwale, Ruangwa and Nachingwe","Main crops: cassava, simsim, finger millet, sorghum, cow pea, pigeon pea, pine apple, sweet potato, soybean, groundnut, passion fruit, finger millet, mango, cashew, cotton, mango, coconut, sisal, jatropha, citrus cloves, rubber, oil palm and sugar cane. Early maturing maize varieties grown in soils with high moisture storing capacity. Crop rotations: maize/beans/maize. Beans -maize/sorghum-cassava. tomato/maize/tomato. Main farming/cropping system: cashew/coconut/cassava; coconut/citrus/maize/cassava/sweet potato. Some shifting cultivation is still practiced. Rice/sugar system found in alluvial river valley (Rufiji, Kilombero river valleys, Morogoro, Mvomero and Pangani. Wet rice and irrigation system at river valleys and alluvial plains. Irrigation: The sugar cane plantations have modern irrigation facilities. Source of seed: mainly from informal system-own saved, gift or exchange or purchased from local market. The system provides about 90% of seeds. Formal system from stockist and provide about 10% of seed source. Fertilizer although recommended are used in small quantities. Major pests: insect pests (army worms, locust), birds (Quellea Quellea), rodents.",Maize,Zea mays L.,Poaceae,Corn,,01/10,31/05,25,kg/ha,null-null,90-125 days,01/01,10/10,
United Republic of Tanzania ,Coastal Plains,"Pwani: Kibaha,Kisarawe, Bagamoyo, Rufiji nad Mafia. Tanga: Handeni, Kilindi, Korongwe, Muheza, Mkinga, Pangani and Tanga City. Morogoro: Morogoro Rural and Mvomero. Mtwara: Masasi, Newala, Tandahimba and Mtwara. Lindi: Lindi, Liwale, Ruangwa and Nachingwe","Main crops: cassava, simsim, finger millet, sorghum, cow pea, pigeon pea, pine apple, sweet potato, soybean, groundnut, passion fruit, finger millet, mango, cashew, cotton, mango, coconut, sisal, jatropha, citrus cloves, rubber, oil palm and sugar cane. Early maturing maize varieties grown in soils with high moisture storing capacity. Crop rotations: maize/beans/maize. Beans -maize/sorghum-cassava. tomato/maize/tomato. Main farming/cropping system: cashew/coconut/cassava; coconut/citrus/maize/cassava/sweet potato. Some shifting cultivation is still practiced. Rice/sugar system found in alluvial river valley (Rufiji, Kilombero river valleys, Morogoro, Mvomero and Pangani. Wet rice and irrigation system at river valleys and alluvial plains. Irrigation: The sugar cane plantations have modern irrigation facilities. Source of seed: mainly from informal system-own saved, gift or exchange or purchased from local market. The system provides about 90% of seeds. Formal system from stockist and provide about 10% of seed source. Fertilizer although recommended are used in small quantities. Major pests: insect pests (army worms, locust), birds (Quellea Quellea), rodents.","Millet, pearl",Pennisetum glaucum (L.) R. Br.,Poaceae,"Millet, bajra;Millet, bulrush",,15/02,30/11,3-5,kg/ha,null-null,87-100 days,18/05,15/03,
United Republic of Tanzania ,Coastal Plains,"Pwani: Kibaha,Kisarawe, Bagamoyo, Rufiji nad Mafia. Tanga: Handeni, Kilindi, Korongwe, Muheza, Mkinga, Pangani and Tanga City. Morogoro: Morogoro Rural and Mvomero. Mtwara: Masasi, Newala, Tandahimba and Mtwara. Lindi: Lindi, Liwale, Ruangwa and Nachingwe","Main crops: cassava, simsim, finger millet, sorghum, cow pea, pigeon pea, pine apple, sweet potato, soybean, groundnut, passion fruit, finger millet, mango, cashew, cotton, mango, coconut, sisal, jatropha, citrus cloves, rubber, oil palm and sugar cane. Early maturing maize varieties grown in soils with high moisture storing capacity. Crop rotations: maize/beans/maize. Beans -maize/sorghum-cassava. tomato/maize/tomato. Main farming/cropping system: cashew/coconut/cassava; coconut/citrus/maize/cassava/sweet potato. Some shifting cultivation is still practiced. Rice/sugar system found in alluvial river valley (Rufiji, Kilombero river valleys, Morogoro, Mvomero and Pangani. Wet rice and irrigation system at river valleys and alluvial plains. Irrigation: The sugar cane plantations have modern irrigation facilities. Source of seed: mainly from informal system-own saved, gift or exchange or purchased from local market. The system provides about 90% of seeds. Formal system from stockist and provide about 10% of seed source. Fertilizer although recommended are used in small quantities. Major pests: insect pests (army worms, locust), birds (Quellea Quellea), rodents.",Okra,Abelmoschus esculentus (L.) Moench,Malvaceae,Lady's-fingers,,01/03,31/12,4,kg/ha,null-null,50-65 days,20/04,15/03,
United Republic of Tanzania ,Coastal Plains,"Pwani: Kibaha,Kisarawe, Bagamoyo, Rufiji nad Mafia. Tanga: Handeni, Kilindi, Korongwe, Muheza, Mkinga, Pangani and Tanga City. Morogoro: Morogoro Rural and Mvomero. Mtwara: Masasi, Newala, Tandahimba and Mtwara. Lindi: Lindi, Liwale, Ruangwa and Nachingwe","Main crops: cassava, simsim, finger millet, sorghum, cow pea, pigeon pea, pine apple, sweet potato, soybean, groundnut, passion fruit, finger millet, mango, cashew, cotton, mango, coconut, sisal, jatropha, citrus cloves, rubber, oil palm and sugar cane. Early maturing maize varieties grown in soils with high moisture storing capacity. Crop rotations: maize/beans/maize. Beans -maize/sorghum-cassava. tomato/maize/tomato. Main farming/cropping system: cashew/coconut/cassava; coconut/citrus/maize/cassava/sweet potato. Some shifting cultivation is still practiced. Rice/sugar system found in alluvial river valley (Rufiji, Kilombero river valleys, Morogoro, Mvomero and Pangani. Wet rice and irrigation system at river valleys and alluvial plains. Irrigation: The sugar cane plantations have modern irrigation facilities. Source of seed: mainly from informal system-own saved, gift or exchange or purchased from local market. The system provides about 90% of seeds. Formal system from stockist and provide about 10% of seed source. Fertilizer although recommended are used in small quantities. Major pests: insect pests (army worms, locust), birds (Quellea Quellea), rodents.",Pigeon pea,Cajanus cajan (L.) Millsp.,Fabaceae,Cajan pea;Red gram,Long rainy season (masika),01/03,31/03,13,kg/ha,null-null,100-203 days,10/08,20/09,
United Republic of Tanzania ,Coastal Plains,"Pwani: Kibaha,Kisarawe, Bagamoyo, Rufiji nad Mafia. Tanga: Handeni, Kilindi, Korongwe, Muheza, Mkinga, Pangani and Tanga City. Morogoro: Morogoro Rural and Mvomero. Mtwara: Masasi, Newala, Tandahimba and Mtwara. Lindi: Lindi, Liwale, Ruangwa and Nachingwe","Main crops: cassava, simsim, finger millet, sorghum, cow pea, pigeon pea, pine apple, sweet potato, soybean, groundnut, passion fruit, finger millet, mango, cashew, cotton, mango, coconut, sisal, jatropha, citrus cloves, rubber, oil palm and sugar cane. Early maturing maize varieties grown in soils with high moisture storing capacity. Crop rotations: maize/beans/maize. Beans -maize/sorghum-cassava. tomato/maize/tomato. Main farming/cropping system: cashew/coconut/cassava; coconut/citrus/maize/cassava/sweet potato. Some shifting cultivation is still practiced. Rice/sugar system found in alluvial river valley (Rufiji, Kilombero river valleys, Morogoro, Mvomero and Pangani. Wet rice and irrigation system at river valleys and alluvial plains. Irrigation: The sugar cane plantations have modern irrigation facilities. Source of seed: mainly from informal system-own saved, gift or exchange or purchased from local market. The system provides about 90% of seeds. Formal system from stockist and provide about 10% of seed source. Fertilizer although recommended are used in small quantities. Major pests: insect pests (army worms, locust), birds (Quellea Quellea), rodents.",Pigeon pea,Cajanus cajan (L.) Millsp.,Fabaceae,Cajan pea;Red gram,Short rainy season (vuli),01/10,15/10,13,kg/ha,null-null,100 days,10/01,31/01,
United Republic of Tanzania ,Coastal Plains,"Pwani: Kibaha,Kisarawe, Bagamoyo, Rufiji nad Mafia. Tanga: Handeni, Kilindi, Korongwe, Muheza, Mkinga, Pangani and Tanga City. Morogoro: Morogoro Rural and Mvomero. Mtwara: Masasi, Newala, Tandahimba and Mtwara. Lindi: Lindi, Liwale, Ruangwa and Nachingwe","Main crops: cassava, simsim, finger millet, sorghum, cow pea, pigeon pea, pine apple, sweet potato, soybean, groundnut, passion fruit, finger millet, mango, cashew, cotton, mango, coconut, sisal, jatropha, citrus cloves, rubber, oil palm and sugar cane. Early maturing maize varieties grown in soils with high moisture storing capacity. Crop rotations: maize/beans/maize. Beans -maize/sorghum-cassava. tomato/maize/tomato. Main farming/cropping system: cashew/coconut/cassava; coconut/citrus/maize/cassava/sweet potato. Some shifting cultivation is still practiced. Rice/sugar system found in alluvial river valley (Rufiji, Kilombero river valleys, Morogoro, Mvomero and Pangani. Wet rice and irrigation system at river valleys and alluvial plains. Irrigation: The sugar cane plantations have modern irrigation facilities. Source of seed: mainly from informal system-own saved, gift or exchange or purchased from local market. The system provides about 90% of seeds. Formal system from stockist and provide about 10% of seed source. Fertilizer although recommended are used in small quantities. Major pests: insect pests (army worms, locust), birds (Quellea Quellea), rodents.",Rice,Oryza sativa L.,Poaceae,,,15/01,15/02,60-80,kg/ha,null-null,116-125 days,10/05,25/06,
United Republic of Tanzania ,Coastal Plains,"Pwani: Kibaha,Kisarawe, Bagamoyo, Rufiji nad Mafia. Tanga: Handeni, Kilindi, Korongwe, Muheza, Mkinga, Pangani and Tanga City. Morogoro: Morogoro Rural and Mvomero. Mtwara: Masasi, Newala, Tandahimba and Mtwara. Lindi: Lindi, Liwale, Ruangwa and Nachingwe","Main crops: cassava, simsim, finger millet, sorghum, cow pea, pigeon pea, pine apple, sweet potato, soybean, groundnut, passion fruit, finger millet, mango, cashew, cotton, mango, coconut, sisal, jatropha, citrus cloves, rubber, oil palm and sugar cane. Early maturing maize varieties grown in soils with high moisture storing capacity. Crop rotations: maize/beans/maize. Beans -maize/sorghum-cassava. tomato/maize/tomato. Main farming/cropping system: cashew/coconut/cassava; coconut/citrus/maize/cassava/sweet potato. Some shifting cultivation is still practiced. Rice/sugar system found in alluvial river valley (Rufiji, Kilombero river valleys, Morogoro, Mvomero and Pangani. Wet rice and irrigation system at river valleys and alluvial plains. Irrigation: The sugar cane plantations have modern irrigation facilities. Source of seed: mainly from informal system-own saved, gift or exchange or purchased from local market. The system provides about 90% of seeds. Formal system from stockist and provide about 10% of seed source. Fertilizer although recommended are used in small quantities. Major pests: insect pests (army worms, locust), birds (Quellea Quellea), rodents.",Sesame,Sesamum indicum L.,Pedaliaceae,Benniseed,,01/03,31/03,3-5,kg/ha,null-null,110-130 days,20/06,10/08,
United Republic of Tanzania ,Coastal Plains,"Pwani: Kibaha,Kisarawe, Bagamoyo, Rufiji nad Mafia. Tanga: Handeni, Kilindi, Korongwe, Muheza, Mkinga, Pangani and Tanga City. Morogoro: Morogoro Rural and Mvomero. Mtwara: Masasi, Newala, Tandahimba and Mtwara. Lindi: Lindi, Liwale, Ruangwa and Nachingwe","Main crops: cassava, simsim, finger millet, sorghum, cow pea, pigeon pea, pine apple, sweet potato, soybean, groundnut, passion fruit, finger millet, mango, cashew, cotton, mango, coconut, sisal, jatropha, citrus cloves, rubber, oil palm and sugar cane. Early maturing maize varieties grown in soils with high moisture storing capacity. Crop rotations: maize/beans/maize. Beans -maize/sorghum-cassava. tomato/maize/tomato. Main farming/cropping system: cashew/coconut/cassava; coconut/citrus/maize/cassava/sweet potato. Some shifting cultivation is still practiced. Rice/sugar system found in alluvial river valley (Rufiji, Kilombero river valleys, Morogoro, Mvomero and Pangani. Wet rice and irrigation system at river valleys and alluvial plains. Irrigation: The sugar cane plantations have modern irrigation facilities. Source of seed: mainly from informal system-own saved, gift or exchange or purchased from local market. The system provides about 90% of seeds. Formal system from stockist and provide about 10% of seed source. Fertilizer although recommended are used in small quantities. Major pests: insect pests (army worms, locust), birds (Quellea Quellea), rodents.",Sorghum,Sorghum bicolor (L.) Moench,Poaceae,,,01/03,31/03,2-3,kg/ha,null-null,100-120 days,10/06,15/08,
United Republic of Tanzania ,Coastal Plains,"Pwani: Kibaha,Kisarawe, Bagamoyo, Rufiji nad Mafia. Tanga: Handeni, Kilindi, Korongwe, Muheza, Mkinga, Pangani and Tanga City. Morogoro: Morogoro Rural and Mvomero. Mtwara: Masasi, Newala, Tandahimba and Mtwara. Lindi: Lindi, Liwale, Ruangwa and Nachingwe","Main crops: cassava, simsim, finger millet, sorghum, cow pea, pigeon pea, pine apple, sweet potato, soybean, groundnut, passion fruit, finger millet, mango, cashew, cotton, mango, coconut, sisal, jatropha, citrus cloves, rubber, oil palm and sugar cane. Early maturing maize varieties grown in soils with high moisture storing capacity. Crop rotations: maize/beans/maize. Beans -maize/sorghum-cassava. tomato/maize/tomato. Main farming/cropping system: cashew/coconut/cassava; coconut/citrus/maize/cassava/sweet potato. Some shifting cultivation is still practiced. Rice/sugar system found in alluvial river valley (Rufiji, Kilombero river valleys, Morogoro, Mvomero and Pangani. Wet rice and irrigation system at river valleys and alluvial plains. Irrigation: The sugar cane plantations have modern irrigation facilities. Source of seed: mainly from informal system-own saved, gift or exchange or purchased from local market. The system provides about 90% of seeds. Formal system from stockist and provide about 10% of seed source. Fertilizer although recommended are used in small quantities. Major pests: insect pests (army worms, locust), birds (Quellea Quellea), rodents.",Sunflower,Helianthus annuus L.,Asteraceae,,,01/01,31/10,8-12,kg/ha,null-null,90-130 days,01/04,10/03,
United Republic of Tanzania ,Coastal Plains,"Pwani: Kibaha,Kisarawe, Bagamoyo, Rufiji nad Mafia. Tanga: Handeni, Kilindi, Korongwe, Muheza, Mkinga, Pangani and Tanga City. Morogoro: Morogoro Rural and Mvomero. Mtwara: Masasi, Newala, Tandahimba and Mtwara. Lindi: Lindi, Liwale, Ruangwa and Nachingwe","Main crops: cassava, simsim, finger millet, sorghum, cow pea, pigeon pea, pine apple, sweet potato, soybean, groundnut, passion fruit, finger millet, mango, cashew, cotton, mango, coconut, sisal, jatropha, citrus cloves, rubber, oil palm and sugar cane. Early maturing maize varieties grown in soils with high moisture storing capacity. Crop rotations: maize/beans/maize. Beans -maize/sorghum-cassava. tomato/maize/tomato. Main farming/cropping system: cashew/coconut/cassava; coconut/citrus/maize/cassava/sweet potato. Some shifting cultivation is still practiced. Rice/sugar system found in alluvial river valley (Rufiji, Kilombero river valleys, Morogoro, Mvomero and Pangani. Wet rice and irrigation system at river valleys and alluvial plains. Irrigation: The sugar cane plantations have modern irrigation facilities. Source of seed: mainly from informal system-own saved, gift or exchange or purchased from local market. The system provides about 90% of seeds. Formal system from stockist and provide about 10% of seed source. Fertilizer although recommended are used in small quantities. Major pests: insect pests (army worms, locust), birds (Quellea Quellea), rodents.",Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,Long rainy season (masika),01/02,31/03,"10,000",cuttings/ha,null-null,90-150 days,01/05,30/09,
United Republic of Tanzania ,Coastal Plains,"Pwani: Kibaha,Kisarawe, Bagamoyo, Rufiji nad Mafia. Tanga: Handeni, Kilindi, Korongwe, Muheza, Mkinga, Pangani and Tanga City. Morogoro: Morogoro Rural and Mvomero. Mtwara: Masasi, Newala, Tandahimba and Mtwara. Lindi: Lindi, Liwale, Ruangwa and Nachingwe","Main crops: cassava, simsim, finger millet, sorghum, cow pea, pigeon pea, pine apple, sweet potato, soybean, groundnut, passion fruit, finger millet, mango, cashew, cotton, mango, coconut, sisal, jatropha, citrus cloves, rubber, oil palm and sugar cane. Early maturing maize varieties grown in soils with high moisture storing capacity. Crop rotations: maize/beans/maize. Beans -maize/sorghum-cassava. tomato/maize/tomato. Main farming/cropping system: cashew/coconut/cassava; coconut/citrus/maize/cassava/sweet potato. Some shifting cultivation is still practiced. Rice/sugar system found in alluvial river valley (Rufiji, Kilombero river valleys, Morogoro, Mvomero and Pangani. Wet rice and irrigation system at river valleys and alluvial plains. Irrigation: The sugar cane plantations have modern irrigation facilities. Source of seed: mainly from informal system-own saved, gift or exchange or purchased from local market. The system provides about 90% of seeds. Formal system from stockist and provide about 10% of seed source. Fertilizer although recommended are used in small quantities. Major pests: insect pests (army worms, locust), birds (Quellea Quellea), rodents.",Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,Short rainy season (vuli),01/10,30/11,"10,000",cuttings/ha,null-null,90-150 days,01/01,31/05,
United Republic of Tanzania ,Coastal Plains,"Pwani: Kibaha,Kisarawe, Bagamoyo, Rufiji nad Mafia. Tanga: Handeni, Kilindi, Korongwe, Muheza, Mkinga, Pangani and Tanga City. Morogoro: Morogoro Rural and Mvomero. Mtwara: Masasi, Newala, Tandahimba and Mtwara. Lindi: Lindi, Liwale, Ruangwa and Nachingwe","Main crops: cassava, simsim, finger millet, sorghum, cow pea, pigeon pea, pine apple, sweet potato, soybean, groundnut, passion fruit, finger millet, mango, cashew, cotton, mango, coconut, sisal, jatropha, citrus cloves, rubber, oil palm and sugar cane. Early maturing maize varieties grown in soils with high moisture storing capacity. Crop rotations: maize/beans/maize. Beans -maize/sorghum-cassava. tomato/maize/tomato. Main farming/cropping system: cashew/coconut/cassava; coconut/citrus/maize/cassava/sweet potato. Some shifting cultivation is still practiced. Rice/sugar system found in alluvial river valley (Rufiji, Kilombero river valleys, Morogoro, Mvomero and Pangani. Wet rice and irrigation system at river valleys and alluvial plains. Irrigation: The sugar cane plantations have modern irrigation facilities. Source of seed: mainly from informal system-own saved, gift or exchange or purchased from local market. The system provides about 90% of seeds. Formal system from stockist and provide about 10% of seed source. Fertilizer although recommended are used in small quantities. Major pests: insect pests (army worms, locust), birds (Quellea Quellea), rodents.",Tomato,Lycopersicon esculentum Mill.,Solanaceae,,,01/04,30/04,150-200,kg/ha,null-null,105-120 days,15/07,31/08,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.","Bean common, dry",Phaseolus vulgaris L.,Fabaceae,,,15/03,31/03,80-110,kg/ha,null-null,80-90 days,01/06,30/06,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.","Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,01/03,15/10,300,gr/ha,null-null,90-165 days,01/06,31/05,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Cassava,Manihot esculenta Crantz,Euphorbiaceae,Manioc,,01/03,31/03,"10,000",cuttings/ha,null-null,240-360 days,01/11,28/02,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Coconut,Cocos nucifera L.,Arecaceae,,,01/02,31/10,77,plantlets/ha,null-null,7-10 years,,,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Cowpea,Vigna unguiculata (L.) Walp. subsp. unguiculata,Fabaceae,Black-eye pea,Long rainy season (masika),01/04,30/04,38-50,kg/ha,null-null,64-102 days,05/06,15/08,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Cowpea,Vigna unguiculata (L.) Walp. subsp. unguiculata,Fabaceae,Black-eye pea,Short rainy season (vuli),01/10,15/10,38-50,kg/ha,null-null,64-102 days,05/12,25/12,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,,15/02,31/03,80-100,kg/ha,null-null,90-128 days,15/06,10/08,
United Republic of Tanzania ,Eastern Plateaux and Mountain Blocks,"Dodoma: Kondoa, dodoama, Bahi, Mpwapwa and Kongwa. Kilimanjaro Rombo, Mwanga, Same, Moshi and Hai. Lindi Liwale, Nachingwea, Kilwa, Lindi and Ruangwa. Tanga:Korongwe, Handeni, Kilindi, Lushoto, Muheza, Mkinga and Pangani. Arusha Monduli and Arumeru. Manya","Carrying capacity: 2 Livestock Unit per sq.km. Main crops: maize, sorghum, rice, cassava, sweet potato, sugarcane, cowpea, pigeon pea, hyacinth bean, citrus, mangoes, passion fruit, pineapple, cashew, coconut, groundnut, soybean, sunflower, tobacco, cotton, tea, coffee, sisal, jatropha, wheat, lablab, castor, simsim, finger millet. Various tropical grasses and legumes for animal fodder. Main farming/cropping system: maize/legumes; maize/legume/horticulture; maize/legume/livestock or legume/sorghum/livestock; banana/coffee/horticulture; banana/coffee/horticulture/livestock. Irrigation: mainly traditional but upscaled in vegetables and rice growing areas. Source of seed: informal and formal. Temperate seeds such as carrot. Cabbages are imported. Major pests: insects: armyworms, locust; birds (Quellea Quellea); rodents.",Maize,Zea mays L.,Poaceae,Corn,,01/12,15/06,25,kg/ha,null-null,90-125 days,01/03,10/11,
