Country,Agro-ecological zones,Administrative areas,Agricultural practices,Crop,Scientific name,Botanical family,Other names,Additional Information,Planting period - onset,Planting period - end,Sowing / Planting rate,Sowing/Planting rate unit,Preferred sowing/planting period,Length of the cropping cycle,Harvesting period - onset,Harvesting period - end,Comments
Namibia,Zone 06,This zone covers part of Otjozondjupa; part of Omaheke; whole of Khomas; part of Erongoand some parts of Kunene.,"Mostly livestock farming area, however crops are cultivated under irrigation for household consumption mainly.",Squash,Cucurbita moschata Duchesne,Cucurbitaceae,,,1-Apr,31-May,4-May,kg/ha,null-null,90-120 days,1-Jul,31-Aug,
Namibia,Zone 06,This zone covers part of Otjozondjupa; part of Omaheke; whole of Khomas; part of Erongoand some parts of Kunene.,"Mostly livestock farming area, however crops are cultivated under irrigation for household consumption mainly.",Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,,1-Jan,31-Dec,"1,000-1,500",kg/ha,null-null,41-60 days,1-Jan,31-Dec,
Namibia,Zone 06,This zone covers part of Otjozondjupa; part of Omaheke; whole of Khomas; part of Erongoand some parts of Kunene.,"Mostly livestock farming area, however crops are cultivated under irrigation for household consumption mainly.",Tomato,Lycopersicon esculentum Mill.,Solanaceae,,,1-Apr,31-May,1-Feb,kg/ha,null-null,90-120 days,1-Jun,31-Jul,
Namibia,Zone 06,This zone covers part of Otjozondjupa; part of Omaheke; whole of Khomas; part of Erongoand some parts of Kunene.,"Mostly livestock farming area, however crops are cultivated under irrigation for household consumption mainly.",Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,,1-Apr,31-May,1-Feb,kg/ha,null-null,90-120 days,1-Jun,31-Jul,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,1-Apr,31-May,"30,000-40,000",seeds/ha,null-null,120-150 days,1-Aug,30-Sep,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Carrot,Daucus carota L.,Apiaceae,,,1-Apr,31-May,2-3.5,kg/ha,null-null,120-150 days,1-Aug,30-Sep,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Maize,Zea mays L.,Poaceae,Corn,Main crop,1-Dec,31-Jan,5-Jun,kg/ha,null-null,90-120 days,1-May,30-Jun,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Maize,Zea mays L.,Poaceae,Corn,Second crop,1-Jun,31-Aug,15-20,kg/ha,null-null,90-120 days,1-Nov,20-Dec,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Melon,Cucumis melo L.,Cucurbitaceae,,,1-Apr,31-May,1.5-2,kg/ha,null-null,120-150 days,1-Aug,30-Sep,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Onion,Allium cepa L.,Alliaceae,,,1-Apr,31-May,15-20,kg/ha,null-null,120-150 days,1-Aug,30-Sep,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Potato,Solanum tuberosum L.,Solanaceae,,,1-May,30-Jun,"800-1,000",kg/ha,null-null,41-60 days,1-Nov,20-Dec,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Pumpkin,Cucurbita pepo L.,Cucurbitaceae,Gourd,,1-Apr,31-May,4-May,kg/ha,null-null,120-150 days,4-Aug,30-Sep,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Spinach,Spinacia oleracea L.,Chenopodiaceae,,,1-Apr,31-May,1-Feb,kg/ha,null-null,61-90 days,1-Jun,31-Jul,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Squash,Cucurbita moschata Duchesne,Cucurbitaceae,,,1-Apr,31-May,4-May,kg/ha,null-null,90-120 days,1-Jul,31-Aug,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Sunflower,Helianthus annuus L.,Asteraceae,,Main crop,1-Dec,31-Jan,Dec-15,kg/ha,null-null,60-90 days,1-Apr,31-May,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Sunflower,Helianthus annuus L.,Asteraceae,,Secondary crop,1-May,30-Jun,Dec-15,kg/ha,null-null,60-90 days,1-Oct,30-Nov,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,,1-Jan,31-Dec,"1,000-1,500",kg/ha,null-null,41-60 days,1-Jan,31-Dec,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Tomato,Lycopersicon esculentum Mill.,Solanaceae,,,1-Apr,31-May,1-Feb,kg/ha,null-null,90-120 days,1-Jun,31-Jul,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,,1-Apr,31-May,1-Feb,kg/ha,null-null,90-120 days,1-Jun,31-Jul,
Namibia,Zone 08,This zone coversHardap; parts of Erongo and some parts of Kunene regions.,Mostly livestock both large and small; however small stock predominates in Erongo and Hardap regions. There are two big irrigation schemes in this zone where crops are grown under irrigation.,Wheat,Triticum spp.,Poaceae,,,1-May,30-Jun,100-120,kg/ha,null-null,120-150 days,1-Oct,30-Nov,
Namibia,Zone 09,This zone covers most parts of Karas; some portions of Hardap; some portions in Erongo and Kunene regions.,Small stock rearing especially sheep and goats predominates this zone.,Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,,1-Jan,31-Dec,"1,000-1,500",kg/ha,null-null,41-60 days,1-Jan,31-Dec,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.","Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,1-Apr,31-May,"30,000-40,000",seeds/ha,null-null,120-150 days,1-Aug,30-Sep,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.",Carrot,Daucus carota L.,Apiaceae,,,1-Apr,31-May,2-3.5,kg/ha,null-null,120-150 days,1-Aug,30-Sep,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.",Maize,Zea mays L.,Poaceae,Corn,Second crop,1-Jun,31-Aug,15-20,kg/ha,null-null,90-120 days,1-Nov,20-Dec,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.",Melon,Cucumis melo L.,Cucurbitaceae,,,1-Apr,31-May,1.5-2,kg/ha,null-null,120-150 days,1-Aug,30-Sep,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.",Onion,Allium cepa L.,Alliaceae,,,1-Apr,31-May,15-20,kg/ha,null-null,120-150 days,1-Aug,30-Sep,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.",Potato,Solanum tuberosum L.,Solanaceae,,,1-May,30-Jun,"800-1,000",kg/ha,null-null,41-60 days,1-Nov,20-Dec,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.",Pumpkin,Cucurbita pepo L.,Cucurbitaceae,Gourd,,1-Apr,31-May,4-May,kg/ha,null-null,120-150 days,5-Aug,30-Sep,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.",Spinach,Spinacia oleracea L.,Chenopodiaceae,,,1-Apr,31-May,1-Feb,kg/ha,null-null,61-90 days,1-Jun,31-Jul,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.",Squash,Cucurbita moschata Duchesne,Cucurbitaceae,,,1-Apr,31-May,4-May,kg/ha,null-null,90-120 days,1-Jul,31-Aug,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.",Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,,1-Jan,31-Dec,"1,000-1,500",kg/ha,null-null,41-60 days,1-Jan,31-Dec,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.",Tomato,Lycopersicon esculentum Mill.,Solanaceae,,,1-Apr,31-May,1-Feb,kg/ha,null-null,90-120 days,1-Jun,31-Jul,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.",Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,,1-Apr,31-May,1-Feb,kg/ha,null-null,90-120 days,1-Jun,31-Jul,
Namibia,Zone 11,This zone covers a the last portions of Karas; Erongo and Kunene. ,"This zone lies predominantly in the Namib desert. Small stock rearing predominates. There are also big irrigation schemes. Dates, grapes and vegetables are cultivated under those projects.",Wheat,Triticum spp.,Poaceae,,,1-May,30-Jun,100-120,kg/ha,null-null,120-150 days,1-Oct,30-Nov,
